Date,maxtemp,mintemp,avgtemp,dewpoint,wetbulb,stnpressure,avgspeed,daylength,precipitation,maxtemp_roll_7,mintemp_roll_7,avgtemp_roll_7,dewpoint_roll_7,wetbulb_roll_7,stnpressure_roll_7,avgspeed_roll_7,daylength_roll_7,precipitation_roll_7,maxtemp_roll_14,mintemp_roll_14,avgtemp_roll_14,dewpoint_roll_14,wetbulb_roll_14,stnpressure_roll_14,avgspeed_roll_14,daylength_roll_14,precipitation_roll_14
2007-10-26,66,53,59.5,48.5,52.0,29.345,7.050000000000001,637.0,0.37,65.28571428571429,48.142857142857146,56.714285714285715,42.42857142857143,49.142857142857146,29.28857142857143,12.071428571428564,645.1428571428571,0.078142857142857,67.0,49.357142857142854,58.464285714285715,46.32142857142857,52.035714285714285,29.191428571428595,10.95714285714285,654.5714285714286,0.09285714285714278
2007-10-27,57,37,47.0,39.5,45.5,29.59,9.5,635.0,0.045,62.857142857142854,46.714285714285715,54.785714285714285,41.92857142857143,48.214285714285715,29.364285714285717,11.735714285714279,642.5714285714286,0.08457142857142844,66.85714285714286,49.142857142857146,58.17857142857143,46.25,51.92857142857143,29.208928571428594,11.342857142857136,651.9285714285714,0.09607142857142849
2007-10-28,56,34,45.0,30.0,39.0,29.825,4.15,632.0,0.0,59.42857142857143,43.0,51.214285714285715,39.57142857142857,45.714285714285715,29.465714285714284,9.828571428571422,640.0,0.08457142857142844,66.35714285714286,47.785714285714285,57.25,44.964285714285715,50.964285714285715,29.241428571428592,11.189285714285706,649.2857142857143,0.09035714285714277
2007-10-29,61,39,50.0,32.0,42.0,29.665,9.850000000000001,630.0,0.0,58.57142857142857,42.0,50.214285714285715,37.42857142857143,44.5,29.51928571428571,9.842857142857136,637.4285714285714,0.06242857142857129,65.21428571428571,46.92857142857143,56.214285714285715,43.607142857142854,49.892857142857146,29.272142857142878,11.446428571428564,646.6428571428571,0.08642857142857134
2007-10-30,66,41,54.0,37.5,46.0,29.47,11.7,627.0,0.0,59.714285714285715,41.714285714285715,50.714285714285715,37.42857142857143,44.714285714285715,29.553571428571427,10.364285714285709,634.8571428571429,0.06028571428571415,65.07142857142857,46.142857142857146,55.714285714285715,42.392857142857146,49.07142857142857,29.291785714285737,11.75357142857142,644.0,0.0710714285714285
2007-10-31,63,41,52.5,37.5,46.0,29.33,14.65,624.0,0.0,60.857142857142854,41.42857142857143,51.214285714285715,37.785714285714285,45.214285714285715,29.531428571428567,10.18571428571428,632.1428571428571,0.06028571428571415,64.28571428571429,45.714285714285715,55.107142857142854,41.285714285714285,48.285714285714285,29.308214285714307,12.124999999999991,641.3571428571429,0.06571428571428564
2008-05-01,74,48,61.0,51.0,56.5,28.98,10.95,841.0,0.0025,63.285714285714285,41.857142857142854,52.714285714285715,39.42857142857143,46.714285714285715,29.457857142857137,9.692857142857138,660.8571428571429,0.059642857142857005,63.92857142857143,44.92857142857143,54.5,40.892857142857146,47.92857142857143,29.33321428571431,11.617857142857133,654.3571428571429,0.04303571428571421
2008-05-02,74,51,64.0,55.5,59.0,28.82,14.05,843.0,1.01,64.42857142857143,41.57142857142857,53.357142857142854,40.42857142857143,47.714285714285715,29.382857142857137,10.692857142857138,690.2857142857143,0.15107142857142847,64.85714285714286,44.857142857142854,55.035714285714285,41.42857142857143,48.42857142857143,29.335714285714307,11.38214285714285,667.7142857142857,0.11460714285714278
2008-05-03,56,43,50.0,41.5,46.0,29.045,12.7,845.0,0.0095,64.28571428571429,42.42857142857143,53.785714285714285,40.714285714285715,47.785714285714285,29.304999999999996,11.149999999999995,720.2857142857143,0.1459999999999999,63.57142857142857,44.57142857142857,54.285714285714285,41.32142857142857,48.0,29.334642857142878,11.442857142857134,681.4285714285714,0.11528571428571421
2008-05-04,66,38,52.5,33.5,45.0,29.345,5.949999999999999,848.0,0.0,65.71428571428571,43.0,54.857142857142854,41.214285714285715,48.642857142857146,29.23642857142857,11.407142857142853,751.1428571428571,0.1459999999999999,62.57142857142857,43.0,53.035714285714285,40.392857142857146,47.17857142857143,29.35107142857145,10.617857142857133,695.5714285714286,0.11528571428571421
2008-05-05,75,50,62.5,38.0,50.0,29.305,6.6,850.0,0.0,67.71428571428571,44.57142857142857,56.642857142857146,42.07142857142857,49.785714285714285,29.185,10.942857142857138,782.5714285714286,0.1459999999999999,63.142857142857146,43.285714285714285,53.42857142857143,39.75,47.142857142857146,29.352142857142876,10.392857142857133,710.0,0.10421428571428563
2008-05-06,82,46,65.5,43.5,55.0,29.195,7.95,853.0,0.0,70.0,45.285714285714285,58.285714285714285,42.92857142857143,51.07142857142857,29.145714285714284,10.407142857142853,814.8571428571429,0.1459999999999999,64.85714285714286,43.5,54.5,40.17857142857143,47.892857142857146,29.349642857142875,10.385714285714274,724.8571428571429,0.10314285714285708
2008-05-07,71,49,60.5,52.5,56.0,29.0,11.7,855.0,0.735,71.14285714285714,46.42857142857143,59.42857142857143,45.07142857142857,52.5,29.09857142857143,9.98571428571428,847.8571428571429,0.2509999999999999,66.0,43.92857142857143,55.32142857142857,41.42857142857143,48.857142857142854,29.31500000000002,10.085714285714273,740.0,0.15564285714285706
2008-05-08,59,45,52.5,35.5,44.5,29.11,13.8,858.0,0.0,69.0,46.0,58.214285714285715,42.857142857142854,50.785714285714285,29.11714285714286,10.392857142857137,850.2857142857143,0.25064285714285706,66.14285714285714,43.92857142857143,55.464285714285715,41.142857142857146,48.75,29.28750000000002,10.04285714285713,755.5714285714286,0.15514285714285705
2008-05-09,58,41,50.0,34.5,43.5,29.174999999999997,6.95,860.0,0.0,66.71428571428571,44.57142857142857,56.214285714285715,39.857142857142854,48.57142857142857,29.167857142857144,9.378571428571423,852.7142857142857,0.10635714285714275,65.57142857142857,43.07142857142857,54.785714285714285,40.142857142857146,48.142857142857146,29.27535714285716,10.035714285714272,771.5,0.12871428571428561
2008-05-10,61,38,50.5,38.0,45.5,29.115,6.449999999999999,862.0,0.0,67.42857142857143,43.857142857142854,56.285714285714285,39.357142857142854,48.5,29.177857142857142,8.48571428571428,855.1428571428571,0.1049999999999999,65.85714285714286,43.142857142857146,55.035714285714285,40.035714285714285,48.142857142857146,29.241428571428592,9.817857142857127,787.7142857142857,0.12549999999999992
2008-05-11,60,46,53.0,43.5,47.5,28.87,17.75,864.0,1.205,66.57142857142857,45.0,56.357142857142854,40.785714285714285,48.857142857142854,29.110000000000003,10.171428571428565,857.4285714285714,0.2771428571428571,66.14285714285714,44.0,55.607142857142854,41.0,48.75,29.173214285714305,10.789285714285699,804.2857142857143,0.2115714285714285
2008-05-12,56,40,47.5,38.5,43.0,29.29,7.699999999999999,866.0,0.0,63.857142857142854,43.57142857142857,54.214285714285715,40.857142857142854,47.857142857142854,29.107857142857142,10.328571428571424,859.7142857142857,0.2771428571428571,65.78571428571429,44.07142857142857,55.42857142857143,41.464285714285715,48.82142857142857,29.146428571428594,10.63571428571427,821.1428571428571,0.2115714285714285
2008-05-13,73,40,58.0,45.0,51.5,29.240000000000002,15.15,868.0,0.2,62.57142857142857,42.714285714285715,53.142857142857146,41.07142857142857,47.357142857142854,29.114285714285717,11.357142857142852,861.8571428571429,0.30571428571428566,66.28571428571429,44.0,55.714285714285715,42.0,49.214285714285715,29.13000000000002,10.882142857142842,838.3571428571429,0.22585714285714278
2008-05-14,64,45,54.5,48.5,52.0,29.22,9.25,870.0,0.02,61.57142857142857,42.142857142857146,52.285714285714285,40.5,46.785714285714285,29.145714285714288,11.007142857142853,864.0,0.20357142857142854,66.35714285714286,44.285714285714285,55.857142857142854,42.785714285714285,49.642857142857146,29.12214285714288,10.496428571428556,855.9285714285714,0.22728571428571423
2008-05-15,57,43,50.0,37.0,45.0,29.354999999999997,8.0,872.0,0.0,61.285714285714285,41.857142857142854,51.92857142857143,40.714285714285715,46.857142857142854,29.180714285714284,10.178571428571425,866.0,0.20357142857142854,65.14285714285714,43.92857142857143,55.07142857142857,41.785714285714285,48.82142857142857,29.148928571428595,10.285714285714272,858.1428571428571,0.22710714285714279
2008-05-16,73,40,57.0,41.0,50.0,29.130000000000003,9.100000000000001,874.0,0.0,63.42857142857143,41.714285714285715,52.92857142857143,41.642857142857146,47.785714285714285,29.17428571428571,10.48571428571428,868.0,0.20357142857142854,65.07142857142857,43.142857142857146,54.57142857142857,40.75,48.17857142857143,29.17107142857145,9.932142857142841,860.3571428571429,0.15496428571428567
2008-05-17,73,50,62.5,41.0,52.0,28.905,14.399999999999999,876.0,0.19,65.14285714285714,43.42857142857143,54.642857142857146,42.07142857142857,48.714285714285715,29.144285714285708,11.621428571428565,870.0,0.23071428571428568,66.28571428571429,43.642857142857146,55.464285714285715,40.714285714285715,48.607142857142854,29.16107142857145,10.053571428571415,862.5714285714286,0.1678571428571428
2008-05-18,55,44,50.0,39.5,45.5,28.955,8.05,878.0,0.0,64.42857142857143,43.142857142857146,54.214285714285715,41.5,48.42857142857143,29.156428571428567,10.235714285714279,872.0,0.05857142857142853,65.5,44.07142857142857,55.285714285714285,41.142857142857146,48.642857142857146,29.133214285714303,10.203571428571417,864.7142857142857,0.1678571428571428
2008-05-19,60,40,50.5,33.5,43.5,28.990000000000002,5.95,880.0,0.0045000000000000005,65.0,43.142857142857146,54.642857142857146,40.785714285714285,48.5,29.113571428571426,9.985714285714279,874.0,0.05921428571428567,64.42857142857143,43.357142857142854,54.42857142857143,40.82142857142857,48.17857142857143,29.1107142857143,10.157142857142844,866.8571428571429,0.16817857142857137
2008-05-20,66,47,57.0,37.0,47.0,28.97,8.45,882.0,0.004,64.0,44.142857142857146,54.5,39.642857142857146,47.857142857142854,29.074999999999996,9.028571428571421,876.0,0.03121428571428567,63.285714285714285,43.42857142857143,53.82142857142857,40.357142857142854,47.607142857142854,29.094642857142873,10.19285714285713,868.9285714285714,0.16846428571428568
2008-05-21,66,41,54.5,36.0,46.0,29.025,9.0,884.0,0.0,64.28571428571429,43.57142857142857,54.5,37.857142857142854,47.0,29.047142857142855,8.992857142857137,878.0,0.028357142857142813,62.92857142857143,42.857142857142854,53.392857142857146,39.17857142857143,46.892857142857146,29.096428571428586,9.999999999999988,871.0,0.11596428571428567
2008-05-22,59,45,52.0,38.0,45.0,29.265,10.5,886.0,0.0,64.57142857142857,43.857142857142854,54.785714285714285,38.0,47.0,29.034285714285712,9.349999999999994,880.0,0.028357142857142813,62.92857142857143,42.857142857142854,53.357142857142854,39.357142857142854,46.92857142857143,29.107500000000012,9.764285714285702,873.0,0.11596428571428567
2008-05-23,59,46,53.0,39.5,45.5,29.439999999999998,10.8,887.0,0.0,62.57142857142857,44.714285714285715,54.214285714285715,37.785714285714285,46.357142857142854,29.078571428571426,9.592857142857136,881.8571428571429,0.028357142857142813,63.0,43.214285714285715,53.57142857142857,39.714285714285715,47.07142857142857,29.126428571428583,10.039285714285702,874.9285714285714,0.11596428571428567
2008-05-24,68,40,55.0,39.0,48.0,29.475,7.9,889.0,0.0,61.857142857142854,43.285714285714285,53.142857142857146,37.5,45.785714285714285,29.159999999999997,8.664285714285707,883.7142857142857,0.0012142857142856717,63.5,43.357142857142854,53.892857142857146,39.785714285714285,47.25,29.15214285714287,10.142857142857133,876.8571428571429,0.11596428571428567
2008-05-25,78,44,63.0,49.0,57.0,29.22,12.15,891.0,0.003,65.14285714285714,43.285714285714285,55.0,38.857142857142854,47.42857142857143,29.197857142857142,9.249999999999995,885.5714285714286,0.0016428571428571002,64.78571428571429,43.214285714285715,54.607142857142854,40.17857142857143,47.92857142857143,29.177142857142865,9.742857142857133,878.7857142857143,0.030107142857142808
2008-05-26,84,47,66.5,60.0,64.5,29.14,11.9,893.0,0.24,68.57142857142857,44.285714285714285,57.285714285714285,42.642857142857146,50.42857142857143,29.21928571428571,10.099999999999994,887.4285714285714,0.03528571428571424,66.78571428571429,43.714285714285715,55.964285714285715,41.714285714285715,49.464285714285715,29.16642857142858,10.042857142857134,880.7142857142857,0.04724999999999995
2008-05-27,53,42,47.5,35.5,42.5,29.52,18.35,894.0,0.004,66.71428571428571,43.57142857142857,55.92857142857143,42.42857142857143,49.785714285714285,29.29785714285714,11.514285714285707,889.1428571428571,0.03528571428571424,65.35714285714286,43.857142857142854,55.214285714285715,41.035714285714285,48.82142857142857,29.186428571428575,10.271428571428562,882.5714285714286,0.03324999999999995
2008-05-28,62,43,53.0,33.5,43.5,29.630000000000003,8.6,895.0,0.0,66.14285714285714,43.857142857142854,55.714285714285715,42.07142857142857,49.42857142857143,29.38428571428571,11.45714285714285,890.7142857142857,0.03528571428571424,65.21428571428571,43.714285714285715,55.107142857142854,39.964285714285715,48.214285714285715,29.21571428571429,10.22499999999999,884.3571428571429,0.03182142857142852
2008-05-29,68,42,56.0,37.5,47.5,29.425,4.0,896.0,0.045,67.42857142857143,43.42857142857143,56.285714285714285,42.0,49.785714285714285,29.40714285714285,10.528571428571421,892.1428571428571,0.04171428571428566,66.0,43.642857142857146,55.535714285714285,40.0,48.392857142857146,29.22071428571429,9.939285714285704,886.0714285714286,0.03503571428571423
2008-05-30,77,55,67.0,59.5,62.5,29.060000000000002,10.55,898.0,0.35,70.0,44.714285714285715,58.285714285714285,44.857142857142854,52.214285714285715,29.35285714285714,10.492857142857135,893.7142857142857,0.09171428571428566,66.28571428571429,44.714285714285715,56.25,41.32142857142857,49.285714285714285,29.21571428571429,10.042857142857134,887.7857142857143,0.060035714285714234
2008-05-31,79,59,69.5,56.0,62.0,29.125,12.100000000000001,899.0,0.0,71.57142857142857,47.42857142857143,60.357142857142854,47.285714285714285,54.214285714285715,29.30285714285714,11.092857142857136,895.1428571428571,0.09171428571428566,66.71428571428571,45.357142857142854,56.75,42.392857142857146,50.0,29.23142857142858,9.87857142857142,889.4285714285714,0.04646428571428566
2008-06-01,74,53,64.0,46.5,55.0,29.259999999999998,5.65,901.0,0.0,71.0,48.714285714285715,60.5,46.92857142857143,53.92857142857143,29.308571428571423,10.164285714285707,896.5714285714286,0.09128571428571423,68.07142857142857,46.0,57.75,42.892857142857146,50.67857142857143,29.253214285714296,9.707142857142847,891.0714285714286,0.04646428571428566
2008-06-02,86,56,72.0,52.5,60.5,29.185000000000002,5.25,901.0,0.003,71.28571428571429,50.0,61.285714285714285,45.857142857142854,53.357142857142854,29.314999999999998,9.214285714285706,897.7142857142857,0.057428571428571384,69.92857142857143,47.142857142857146,59.285714285714285,44.25,51.892857142857146,29.267142857142865,9.657142857142848,892.5714285714286,0.046357142857142805
2008-06-03,74,55,64.0,56.5,58.5,28.994999999999997,7.949999999999999,903.0,0.72,74.28571428571429,51.857142857142854,63.642857142857146,48.857142857142854,55.642857142857146,29.24,7.728571428571421,899.0,0.15971428571428567,70.5,47.714285714285715,59.785714285714285,45.642857142857146,52.714285714285715,29.268928571428578,9.621428571428563,894.0714285714286,0.09749999999999995
2008-06-04,78,54,67.5,60.0,62.5,28.924999999999997,4.75,904.0,0.0135,76.57142857142857,53.42857142857143,65.71428571428571,52.642857142857146,58.357142857142854,29.13928571428571,7.178571428571421,900.2857142857143,0.16164285714285712,71.35714285714286,48.642857142857146,60.714285714285715,47.357142857142854,53.892857142857146,29.261785714285725,9.317857142857134,895.5,0.09846428571428567
2008-06-05,88,60,76.0,68.5,71.5,29.03,13.9,906.0,0.43,79.42857142857143,56.0,68.57142857142857,57.07142857142857,61.785714285714285,29.082857142857137,8.592857142857136,901.7142857142857,0.2166428571428571,73.42857142857143,49.714285714285715,62.42857142857143,49.535714285714285,55.785714285714285,29.24500000000001,9.560714285714278,896.9285714285714,0.1291785714285714
2008-06-06,87,73,80.0,68.5,72.0,29.105,20.5,906.0,0.0155,80.85714285714286,58.57142857142857,70.42857142857143,58.357142857142854,63.142857142857146,29.089285714285705,10.014285714285707,902.8571428571429,0.16885714285714284,75.42857142857143,51.642857142857146,64.35714285714286,51.607142857142854,57.67857142857143,29.22107142857144,10.25357142857142,898.2857142857143,0.13028571428571425
2008-06-07,85,69,77.5,71.0,73.0,29.195,12.8,907.0,0.09,81.71428571428571,60.0,71.57142857142857,60.5,64.71428571428571,29.099285714285706,10.114285714285709,904.0,0.18171428571428572,76.64285714285714,53.714285714285715,65.96428571428571,53.892857142857146,59.464285714285715,29.201071428571442,10.603571428571419,899.5714285714286,0.13671428571428568
2008-06-08,87,64,75.5,68.5,70.5,29.145,11.85,908.0,1.275,83.57142857142857,61.57142857142857,73.21428571428571,63.642857142857146,66.92857142857143,29.082857142857137,10.999999999999991,905.0,0.3638571428571428,77.28571428571429,55.142857142857146,66.85714285714286,55.285714285714285,60.42857142857143,29.195714285714295,10.582142857142847,900.7857142857143,0.2275714285714285
2008-06-09,74,65,70.0,64.0,66.0,29.135,8.25,909.0,0.175,81.85714285714286,62.857142857142854,72.92857142857143,65.28571428571429,67.71428571428571,29.075714285714277,11.42857142857142,906.1428571428571,0.38842857142857135,76.57142857142857,56.42857142857143,67.10714285714286,55.57142857142857,60.535714285714285,29.19535714285715,10.32142857142856,901.9285714285714,0.22292857142857134
2008-06-10,80,59,69.5,56.0,62.0,29.215,10.0,910.0,0.006500000000000001,82.71428571428571,63.42857142857143,73.71428571428571,65.21428571428571,68.21428571428571,29.10714285714285,11.721428571428563,907.1428571428571,0.2864999999999999,78.5,57.642857142857146,68.67857142857143,57.035714285714285,61.92857142857143,29.17357142857144,9.72499999999999,903.0714285714286,0.22310714285714275
2008-06-11,86,61,75.0,55.5,64.0,29.310000000000002,10.2,910.0,0.0,83.85714285714286,64.42857142857143,74.78571428571429,64.57142857142857,68.42857142857143,29.162142857142847,12.499999999999991,908.0,0.28457142857142853,80.21428571428571,58.92857142857143,70.25,58.607142857142854,63.392857142857146,29.150714285714294,9.839285714285705,904.1428571428571,0.22310714285714275
2008-06-12,91,73,82.0,63.0,69.5,29.23,15.7,911.0,0.0,84.28571428571429,66.28571428571429,75.64285714285714,63.785714285714285,68.14285714285714,29.190714285714275,12.75714285714285,908.7142857142857,0.2231428571428571,81.85714285714286,61.142857142857146,72.10714285714286,60.42857142857143,64.96428571428571,29.136785714285725,10.674999999999988,905.2142857142857,0.21989285714285706
2008-06-13,82,65,74.0,62.5,66.0,29.245,10.350000000000001,911.0,0.29000000000000004,83.57142857142857,65.14285714285714,74.78571428571429,62.92857142857143,67.28571428571429,29.21071428571428,11.30714285714285,909.4285714285714,0.2623571428571428,82.21428571428571,61.857142857142854,72.60714285714286,60.642857142857146,65.21428571428571,29.15000000000001,10.660714285714274,906.1428571428571,0.21560714285714275
2008-06-14,84,59,72.5,52.5,61.5,29.259999999999998,9.05,912.0,0.0,83.42857142857143,63.714285714285715,74.07142857142857,60.285714285714285,65.64285714285714,29.21999999999999,10.771428571428563,910.1428571428571,0.24949999999999992,82.57142857142857,61.857142857142854,72.82142857142857,60.392857142857146,65.17857142857143,29.159642857142867,10.442857142857132,907.0714285714286,0.21560714285714275
2008-06-15,82,60,71.0,60.0,64.0,29.189999999999998,9.75,912.0,0.235,82.71428571428571,63.142857142857146,73.42857142857143,59.07142857142857,64.71428571428571,29.22642857142856,10.471428571428564,910.7142857142857,0.10092857142857138,83.14285714285714,62.357142857142854,73.32142857142857,61.357142857142854,65.82142857142857,29.154642857142868,10.735714285714275,907.8571428571429,0.23239285714285704
2008-06-16,74,59,66.5,49.0,57.0,29.225,11.35,913.0,0.0,82.71428571428571,62.285714285714285,72.92857142857143,56.92857142857143,63.42857142857143,29.239285714285703,10.914285714285707,911.2857142857143,0.07592857142857137,82.28571428571429,62.57142857142857,72.92857142857143,61.107142857142854,65.57142857142857,29.15750000000001,11.17142857142856,908.7142857142857,0.23217857142857132
2008-06-17,76,55,66.0,46.0,55.0,29.29,11.0,913.0,0.0,82.14285714285714,61.714285714285715,72.42857142857143,55.5,62.42857142857143,29.24999999999999,11.05714285714285,911.7142857142857,0.07499999999999996,82.42857142857143,62.57142857142857,73.07142857142857,60.357142857142854,65.32142857142857,29.17857142857144,11.389285714285704,909.4285714285714,0.18074999999999988
2008-06-18,77,56,67.0,48.5,56.0,29.235,7.4,913.0,0.0,80.85714285714286,61.0,71.28571428571429,54.5,61.285714285714285,29.2392857142857,10.65714285714285,912.1428571428571,0.07499999999999996,82.35714285714286,62.714285714285715,73.03571428571429,59.535714285714285,64.85714285714286,29.200714285714298,11.578571428571419,910.0714285714286,0.17978571428571416
2008-06-19,81,52,67.5,46.5,56.5,29.240000000000002,5.25,914.0,0.0,79.42857142857143,58.0,69.21428571428571,52.142857142857146,59.42857142857143,29.240714285714272,9.164285714285707,912.5714285714286,0.07499999999999996,81.85714285714286,62.142857142857146,72.42857142857143,57.964285714285715,63.785714285714285,29.215714285714302,10.960714285714275,910.6428571428571,0.14907142857142844
2008-06-20,83,58,71.0,52.5,59.5,29.275,7.550000000000001,914.0,0.065,79.57142857142857,57.0,68.78571428571429,50.714285714285715,58.5,29.244999999999987,8.764285714285707,913.0,0.0428571428571428,81.57142857142857,61.07142857142857,71.78571428571429,56.82142857142857,62.892857142857146,29.227857142857154,10.035714285714276,911.2142857142857,0.15260714285714272
2008-06-21,83,61,72.5,52.5,61.0,29.265,7.35,914.0,0.01,79.42857142857143,57.285714285714285,68.78571428571429,50.714285714285715,58.42857142857143,29.245714285714275,8.521428571428563,913.2857142857143,0.04428571428571423,81.42857142857143,60.5,71.42857142857143,55.5,62.035714285714285,29.232857142857153,9.64642857142856,911.7142857142857,0.146892857142857
2008-06-22,82,57,70.5,52.5,59.5,29.205,4.75,914.0,0.09,79.42857142857143,56.857142857142854,68.71428571428571,49.642857142857146,57.785714285714285,29.24785714285713,7.80714285714285,913.5714285714286,0.023571428571428514,81.07142857142857,60.0,71.07142857142857,54.357142857142854,61.25,29.237142857142867,9.139285714285704,912.1428571428571,0.062249999999999854
2008-06-23,77,56,67.0,54.0,59.0,29.354999999999997,6.4,914.0,0.0,79.85714285714286,56.42857142857143,68.78571428571429,50.357142857142854,58.07142857142857,29.266428571428555,7.0999999999999925,913.7142857142857,0.023571428571428514,81.28571428571429,59.357142857142854,70.85714285714286,53.642857142857146,60.75,29.252857142857156,9.007142857142847,912.5,0.04974999999999985
2008-06-24,82,55,69.5,52.5,60.0,29.465,5.6,914.0,0.0,80.71428571428571,56.42857142857143,69.28571428571429,51.285714285714285,58.785714285714285,29.291428571428558,6.328571428571421,913.8571428571429,0.023571428571428514,81.42857142857143,59.07142857142857,70.85714285714286,53.392857142857146,60.607142857142854,29.2707142857143,8.692857142857132,912.7857142857143,0.04928571428571414
2008-06-25,79,66,73.0,64.5,67.5,29.310000000000002,8.9,914.0,0.095,81.0,57.857142857142854,70.14285714285714,53.57142857142857,60.42857142857143,29.302142857142844,6.542857142857136,914.0,0.03714285714285708,80.92857142857143,59.42857142857143,70.71428571428571,54.035714285714285,60.857142857142854,29.2707142857143,8.599999999999989,913.0714285714286,0.056071428571428425
2008-06-26,87,70,78.5,66.5,70.5,29.18,7.55,913.0,0.0,81.85714285714286,60.42857142857143,71.71428571428571,56.42857142857143,62.42857142857143,29.293571428571415,6.871428571428564,913.8571428571429,0.03714285714285708,80.64285714285714,59.214285714285715,70.46428571428571,54.285714285714285,60.92857142857143,29.26714285714287,8.017857142857132,913.2142857142857,0.056071428571428425
2008-06-27,85,66,76.0,67.0,70.0,29.08,8.25,913.0,0.0025,82.14285714285714,61.57142857142857,72.42857142857143,58.5,63.92857142857143,29.265714285714267,6.971428571428563,913.7142857142857,0.028214285714285654,80.85714285714286,59.285714285714285,70.60714285714286,54.607142857142854,61.214285714285715,29.255357142857154,7.867857142857131,913.3571428571429,0.03553571428571413
2008-06-28,84,64,74.5,55.0,63.0,29.015,13.85,912.0,0.021500000000000002,82.28571428571429,62.0,72.71428571428571,58.857142857142854,64.21428571428571,29.229999999999986,7.8999999999999915,913.4285714285714,0.029857142857142794,80.85714285714286,59.642857142857146,70.75,54.785714285714285,61.32142857142857,29.237857142857155,8.210714285714273,913.3571428571429,0.037071428571428415
2008-06-29,77,60,68.5,58.0,61.0,29.104999999999997,9.899999999999999,912.0,0.39999999999999997,81.57142857142857,62.42857142857143,72.42857142857143,59.642857142857146,64.42857142857143,29.215714285714267,8.635714285714275,913.1428571428571,0.07414285714285708,80.5,59.642857142857146,70.57142857142857,54.642857142857146,61.107142857142854,29.231785714285728,8.221428571428559,913.3571428571429,0.0488571428571427
2008-06-30,81,59,70.0,49.5,58.0,29.310000000000002,9.35,912.0,0.0,82.14285714285714,62.857142857142854,72.85714285714286,59.0,64.28571428571429,29.2092857142857,9.057142857142846,912.8571428571429,0.07414285714285708,81.0,59.642857142857146,70.82142857142857,54.67857142857143,61.17857142857143,29.237857142857155,8.078571428571417,913.2857142857143,0.0488571428571427
2008-07-01,84,57,71.0,50.5,60.0,29.27,8.15,911.0,0.0,82.42857142857143,63.142857142857146,73.07142857142857,58.714285714285715,64.28571428571429,29.181428571428558,9.421428571428562,912.4285714285714,0.07414285714285708,81.57142857142857,59.785714285714285,71.17857142857143,55.0,61.535714285714285,29.23642857142858,7.874999999999988,913.1428571428571,0.0488571428571427
2008-07-02,89,63,75.5,62.0,66.5,29.115000000000002,12.45,911.0,0.16,83.85714285714286,62.714285714285715,73.42857142857143,58.357142857142854,64.14285714285714,29.153571428571414,9.928571428571418,912.0,0.08342857142857138,82.42857142857143,60.285714285714285,71.78571428571429,55.964285714285715,62.285714285714285,29.22785714285715,8.235714285714273,913.0,0.06028571428571413
2008-07-03,71,55,64.0,51.0,57.0,29.365000000000002,12.75,910.0,0.0025,81.57142857142857,60.57142857142857,71.35714285714286,56.142857142857146,62.214285714285715,29.179999999999986,10.671428571428562,911.5714285714286,0.08378571428571423,81.71428571428571,60.5,71.53571428571429,56.285714285714285,62.32142857142857,29.236785714285723,8.77142857142856,912.7142857142857,0.06046428571428556
2008-07-04,76,52,65.5,50.0,57.5,29.375,7.05,908.0,0.0,80.28571428571429,58.57142857142857,69.85714285714286,53.714285714285715,60.42857142857143,29.222142857142842,10.49999999999999,910.8571428571429,0.08342857142857138,81.21428571428571,60.07142857142857,71.14285714285714,56.107142857142854,62.17857142857143,29.24392857142858,8.735714285714275,912.2857142857143,0.05582142857142842
2008-07-05,80,54,67.5,52.0,59.5,29.335,6.35,908.0,0.0,79.71428571428571,57.142857142857146,68.85714285714286,53.285714285714285,59.92857142857143,29.267857142857128,9.428571428571418,910.2857142857143,0.08035714285714281,81.0,59.57142857142857,70.78571428571429,56.07142857142857,62.07142857142857,29.248928571428582,8.664285714285706,911.8571428571429,0.0551071428571427
2008-07-06,88,59,74.5,57.5,65.0,29.245,9.15,907.0,0.0,81.28571428571429,57.0,69.71428571428571,53.214285714285715,60.5,29.287857142857128,9.321428571428564,909.5714285714286,0.02321428571428567,81.42857142857143,59.714285714285715,71.07142857142857,56.42857142857143,62.464285714285715,29.251785714285724,8.978571428571419,911.3571428571429,0.04867857142857128
2008-07-07,87,71,80.0,67.5,71.0,29.185000000000002,11.65,907.0,0.07,82.14285714285714,58.714285714285715,71.14285714285714,55.785714285714285,62.357142857142854,29.269999999999985,9.649999999999993,908.8571428571429,0.033214285714285675,82.14285714285714,60.785714285714285,72.0,57.392857142857146,63.32142857142857,29.239642857142865,9.353571428571419,910.8571428571429,0.05367857142857128
2008-07-08,86,46,78.0,67.5,71.0,29.130000000000003,8.7,905.0,0.15500000000000003,82.42857142857143,57.142857142857146,72.14285714285714,58.214285714285715,63.92857142857143,29.249999999999982,9.728571428571422,908.0,0.05535714285714282,82.42857142857143,60.142857142857146,72.60714285714286,58.464285714285715,64.10714285714286,29.215714285714295,9.57499999999999,910.2142857142857,0.06474999999999985
